Date,Zone Enter Time,Zone Exit Time,Time (Mins),Time (Hrs),Distance (Home),Zone,Device
2024-11-05,2024-11-05 08:51:50,2024-11-05 08:55:45,4,0.07,0.03,home,mike_iphone
2024-11-05,0000-00-00 00:00:00,2024-11-05 08:55:45,0,0.00,0.03,,mike_iphone
2024-11-05,2024-11-05 14:43:30,2024-11-05 14:58:30,15,0.25,0.03,home,alex_iphone
2024-11-05,2024-11-05 14:43:30,2024-11-05 14:58:30,15,0.25,0.03,home,alex_iphone
2024-11-05,2024-11-05 17:22:15,2024-11-05 17:34:30,12,0.20,0.08,home,mike_iphone
2024-11-05,2024-11-05 17:22:15,2024-11-05 17:34:30,12,0.20,0.08,home,mike_iphone
2024-11-06,2024-11-05 18:06:50,2024-11-06 07:51:30,825,13.75,0.09,home,mike_iphone
2024-11-06,0000-00-00 00:00:00,2024-11-06 07:51:30,0,0.00,0.09,,mike_iphone
2024-11-06,2024-11-06 10:24:58,2024-11-06 12:28:10,123,2.05,2.28,home,alex_iphone
2024-11-06,2024-11-06 15:13:45,2024-11-06 16:30:40,77,1.28,0.19,home,alex_iphone
2024-11-06,2024-11-06 15:13:45,2024-11-06 16:30:40,77,1.28,0.19,home,alex_iphone
2024-11-07,2024-11-06 10:24:58,2024-11-07 07:47:00,1282,21.37,0.08,home,mike_iphone
2024-11-07,2024-11-07 10:08:16,2024-11-07 12:26:30,138,2.30,2.16,home,alex_iphone
2024-11-07,2024-11-07 10:08:16,2024-11-07 12:26:30,138,2.30,2.16,home,alex_iphone
2024-11-07,2024-11-07 16:39:31,2024-11-07 17:41:05,62,1.03,3.11,home,alex_iphone
2024-11-07,2024-11-07 16:39:31,2024-11-07 17:41:05,62,1.03,3.11,home,alex_iphone
2024-11-07,2024-11-07 16:39:31,2024-11-07 18:21:55,102,1.70,0.08,home,mike_iphone
2024-11-07,2024-11-07 16:39:31,2024-11-07 18:21:55,102,1.70,0.08,home,mike_iphone
2024-11-07,2024-11-07 18:06:55,2024-11-07 18:22:15,15,0.25,0.08,home,alex_iphone
2024-11-07,0000-00-00 00:00:00,2024-11-07 18:22:15,0,0.00,0.08,,alex_iphone
2024-11-07,2024-11-07 18:28:20,2024-11-07 18:33:05,5,0.08,0.11,home,mike_iphone
2024-11-07,0000-00-00 00:00:00,2024-11-07 18:33:05,0,0.00,0.11,,mike_iphone
2024-11-07,2024-11-07 18:27:30,2024-11-07 18:33:35,6,0.10,0.06,home,alex_iphone
2024-11-07,2024-11-07 18:27:30,2024-11-07 18:33:35,6,0.10,0.06,home,alex_iphone
2024-11-08,2024-11-07 18:36:10,2024-11-08 07:33:05,777,12.95,0.08,home,mike_iphone
2024-11-08,2024-11-07 18:36:10,2024-11-08 07:33:05,777,12.95,0.08,home,mike_iphone
2024-11-08,2024-11-08 08:16:30,2024-11-08 09:21:10,65,1.08,0.06,home,mike_iphone
2024-11-08,2024-11-08 08:16:30,2024-11-08 09:21:10,65,1.08,0.06,home,mike_iphone
2024-11-08,2024-11-07 18:35:20,2024-11-08 14:26:45,1191,19.85,2.49,home,alex_iphone
2024-11-08,2024-11-07 18:35:20,2024-11-08 14:26:45,1191,19.85,2.49,home,alex_iphone
2024-11-08,2024-11-08 14:48:30,2024-11-08 16:13:45,85,1.42,0.07,home,mike_iphone
2024-11-08,2024-11-08 14:48:30,2024-11-08 16:13:45,85,1.42,0.07,home,mike_iphone
2024-11-08,2024-11-08 14:54:30,2024-11-08 16:14:30,80,1.33,0.41,home,alex_iphone
2024-11-09,2024-11-09 09:47:49,2024-11-09 11:19:50,92,1.53,0.05,home,alex_iphone
2024-11-09,2024-11-09 09:47:49,2024-11-09 11:19:50,92,1.53,0.05,home,alex_iphone
2024-11-09,2024-11-09 12:48:45,2024-11-09 15:52:45,184,3.07,2.22,home,alex_iphone
2024-11-09,0000-00-00 00:00:00,2024-11-09 15:52:45,0,0.00,2.22,,alex_iphone
2024-11-09,2024-11-09 09:47:49,2024-11-09 16:51:40,424,7.07,0.43,home,mike_iphone
2024-11-09,2024-11-09 09:47:49,2024-11-09 16:51:40,424,7.07,0.43,home,mike_iphone
2024-11-11,2024-11-10 17:18:48,2024-11-11 07:56:05,877,14.62,0.08,home,mike_iphone
2024-11-11,0000-00-00 00:00:00,2024-11-11 07:56:05,0,0.00,0.08,,mike_iphone
2024-11-11,2024-11-11 08:24:05,2024-11-11 11:03:45,160,2.67,0.03,home,mike_iphone
2024-11-11,2024-11-11 08:24:05,2024-11-11 11:03:45,160,2.67,0.03,home,mike_iphone
2024-11-11,2024-11-10 21:05:45,2024-11-11 11:19:20,854,14.23,0.06,home,alex_iphone
2024-11-11,2024-11-10 21:05:45,2024-11-11 11:19:20,854,14.23,0.06,home,alex_iphone
2024-11-11,2024-11-11 15:32:45,2024-11-11 17:35:55,123,2.05,4.43,home,alex_iphone
2024-11-11,2024-11-11 15:32:45,2024-11-11 17:35:55,123,2.05,4.43,home,alex_iphone
2024-11-12,2024-11-12 08:57:36,2024-11-12 09:43:50,46,0.77,1.25,home,alex_iphone
2024-11-12,2024-11-12 08:57:36,2024-11-12 09:43:50,46,0.77,1.25,home,alex_iphone
2024-11-12,2024-11-12 11:48:30,2024-11-12 12:50:05,62,1.03,3.80,home,alex_iphone
2024-11-12,2024-11-12 11:48:30,2024-11-12 12:50:05,62,1.03,3.80,home,alex_iphone
2024-11-12,2024-11-12 17:13:40,2024-11-12 17:44:50,31,0.52,4.41,home,alex_iphone
2024-11-12,0000-00-00 00:00:00,2024-11-12 17:44:50,0,0.00,4.41,,alex_iphone
2024-11-13,2024-11-13 10:19:49,2024-11-13 12:24:00,124,2.07,2.15,home,alex_iphone
2024-11-13,2024-11-13 15:14:05,2024-11-13 17:32:35,138,2.30,5.27,home,alex_iphone
2024-11-13,2024-11-13 15:14:05,2024-11-13 17:32:35,138,2.30,5.27,home,alex_iphone
2024-11-13,2024-11-13 18:14:45,2024-11-13 18:30:05,15,0.25,0.06,home,alex_iphone
2024-11-13,2024-11-13 18:14:45,2024-11-13 18:30:05,15,0.25,0.06,home,alex_iphone
2024-11-13,2024-11-13 18:33:10,2024-11-13 21:22:20,169,2.82,0.03,home,alex_iphone
2024-11-13,2024-11-13 18:33:10,2024-11-13 21:22:20,169,2.82,0.03,home,alex_iphone
2024-11-14,2024-11-13 21:25:25,2024-11-14 12:19:25,894,14.90,2.16,home,alex_iphone
2024-11-14,2024-11-13 21:25:25,2024-11-14 12:19:25,894,14.90,2.16,home,alex_iphone
2024-11-14,2024-11-14 15:17:55,2024-11-14 17:36:25,138,2.30,5.44,home,alex_iphone
2024-11-14,2024-11-14 15:17:55,2024-11-14 17:36:25,138,2.30,5.44,home,alex_iphone
2024-11-14,2024-11-13 10:19:49,2024-11-14 19:21:30,1982,33.03,3.82,home,mike_iphone
2024-11-14,2024-11-13 10:19:49,2024-11-14 19:21:30,1982,33.03,3.82,home,mike_iphone
2024-11-15,2024-11-15 10:07:09,2024-11-15 10:23:00,16,0.27,0.04,home,alex_iphone
2024-11-15,2024-11-15 10:07:09,2024-11-15 10:23:00,16,0.27,0.04,home,alex_iphone
2024-11-15,2024-11-15 10:07:09,2024-11-15 16:30:50,384,6.40,0.11,home,mike_iphone
2024-11-15,2024-11-15 10:07:09,2024-11-15 16:30:50,384,6.40,0.11,home,mike_iphone
2024-11-15,2024-11-15 10:26:05,2024-11-15 17:01:45,396,6.60,0.82,home,alex_iphone
2024-11-15,2024-11-15 10:26:05,2024-11-15 17:01:45,396,6.60,0.82,home,alex_iphone
2024-11-16,2024-11-15 16:31:05,2024-11-16 08:21:35,950,15.83,0.07,home,mike_iphone
2024-11-16,2024-11-15 16:31:05,2024-11-16 08:21:35,950,15.83,0.07,home,mike_iphone
2024-11-16,2024-11-16 10:20:05,2024-11-16 10:34:30,14,0.23,0.07,home,mike_iphone
2024-11-16,2024-11-16 10:20:05,2024-11-16 10:34:30,14,0.23,0.07,home,mike_iphone
2024-11-16,2024-11-16 11:00:15,2024-11-16 11:50:35,50,0.83,0.06,home,mike_iphone
2024-11-16,2024-11-16 11:00:15,2024-11-16 11:50:35,50,0.83,0.06,home,mike_iphone
2024-11-16,2024-11-15 18:04:40,2024-11-16 14:39:35,1235,20.58,25.57,home,alex_iphone
2024-11-16,2024-11-15 18:04:40,2024-11-16 14:39:35,1235,20.58,25.57,home,alex_iphone
2024-11-16,2024-11-16 17:05:39,2024-11-16 18:09:25,64,1.07,0.07,home,mike_iphone
2024-11-16,2024-11-16 17:05:39,2024-11-16 18:09:25,64,1.07,0.07,home,mike_iphone
2024-11-16,2024-11-16 18:16:55,2024-11-16 21:52:55,216,3.60,0.08,home,mike_iphone
2024-11-16,2024-11-16 18:16:55,2024-11-16 21:52:55,216,3.60,0.08,home,mike_iphone
2024-11-17,2024-11-16 22:01:50,2024-11-17 08:29:35,628,10.47,0.08,home,mike_iphone
2024-11-17,2024-11-16 22:01:50,2024-11-17 08:29:35,628,10.47,0.08,home,mike_iphone
2024-11-17,2024-11-16 17:29:35,2024-11-17 08:30:05,900,15.00,0.33,home,alex_iphone
2024-11-17,2024-11-16 17:29:35,2024-11-17 08:30:05,900,15.00,0.33,home,alex_iphone
2024-12-03,2024-12-03 14:03:30,2024-12-03 16:48:45,165,2.75,0.08,home,mike_iphone
2024-12-03,2024-12-03 14:03:30,2024-12-03 16:48:45,165,2.75,0.08,home,mike_iphone
2024-12-05,2024-12-03 17:41:10,2024-12-05 08:01:30,2300,38.33,0.07,home,mike_iphone
2024-12-05,2024-12-05 10:13:45,2024-12-05 13:36:25,203,3.38,0.08,home,mike_iphone
2024-12-05,2024-12-05 10:13:45,2024-12-05 13:36:25,203,3.38,0.08,home,mike_iphone
2024-12-06,2024-12-05 15:54:25,2024-12-06 07:47:10,953,15.88,0.08,home,mike_iphone
2024-12-06,2024-12-05 15:54:25,2024-12-06 07:47:10,953,15.88,0.08,home,mike_iphone
2024-12-07,2024-12-06 12:53:30,2024-12-07 09:38:15,1245,20.75,0.25,home,mike_iphone
2024-12-07,2024-12-06 12:53:30,2024-12-07 09:38:15,1245,20.75,0.25,home,mike_iphone
2024-12-08,2024-12-07 18:24:20,2024-12-08 11:31:35,1027,17.12,0.03,home,mike_iphone
2024-12-08,2024-12-07 18:24:20,2024-12-08 11:31:35,1027,17.12,0.03,home,mike_iphone
2024-12-08,2024-12-08 12:48:45,2024-12-08 12:55:05,6,0.10,5.13,home,mike_iphone
2024-12-08,2024-12-08 12:48:45,2024-12-08 12:55:05,6,0.10,5.13,home,mike_iphone
2024-12-08,2024-12-08 15:38:35,2024-12-08 15:55:35,17,0.28,0.03,home,mike_iphone
2024-12-08,2024-12-08 15:38:35,2024-12-08 15:55:35,17,0.28,0.03,home,mike_iphone
2024-12-08,2024-12-08 18:10:45,2024-12-08 18:21:35,11,0.18,0.04,home,mike_iphone
2024-12-08,2024-12-08 18:10:45,2024-12-08 18:21:35,11,0.18,0.04,home,mike_iphone
2024-12-08,2024-12-08 18:25:05,2024-12-08 19:01:55,37,0.62,0.07,home,mike_iphone
2024-12-08,2024-12-08 18:25:05,2024-12-08 19:01:55,37,0.62,0.07,home,mike_iphone
2024-12-09,2024-12-08 21:48:05,2024-12-09 07:54:40,607,10.12,0.08,home,mike_iphone
2024-12-09,2024-12-08 21:48:05,2024-12-09 07:54:40,607,10.12,0.08,home,mike_iphone
2024-12-10,2024-12-09 19:40:45,2024-12-10 07:54:35,734,12.23,0.10,home,mike_iphone
2024-12-10,2024-12-09 19:40:45,2024-12-10 07:54:35,734,12.23,0.10,home,mike_iphone
